ID,Title,Year_of_release,Target_Age,IMDb_rating,Rotten_tomatoes_rating,Netflix,Prime_Video,Disney,Runtime_in_mins,Genre_Crime,Genre_Drama,Genre_Romance,Genre_Action,Genre_Comedy,Genre_Adventure,Genre_Sci_Fi,Genre_Thriller,Genre_Animation,Language_Hindi,Language_English,Language_Other
5043,The Parallax View,1974,18+,7.1,67,0,1,0,102,0,1,0,0,0,0,0,1,0,0,1,0
5044,Wuthering Heights,1939,18+,7.6,67,0,1,0,142,0,1,1,0,0,0,0,0,0,0,1,0
5045,Explorers,1985,7+,6.5,67,0,1,0,109,0,0,1,0,1,1,1,0,0,0,1,1
5046,The Taking of Deborah Logan,2014,18+,6,66,0,1,0,90,0,0,0,0,0,0,0,1,0,0,1,0
5047,Two for the Money,2005,18+,6.3,66,0,1,0,122,1,1,0,0,0,0,0,0,0,0,1,0
5048,The Silencing,2020,18+,6.2,66,0,1,0,93,1,0,0,1,0,0,0,1,0,0,1,0
5049,Mystic India,2005,18+,7.7,66,0,1,0,40,0,0,0,0,0,0,0,0,0,0,1,0
5050,Why We Fight,2005,13+,8,66,0,1,0,98,0,0,0,0,0,0,0,0,0,0,1,1
5051,Johnny Guitar,1954,18+,7.6,66,0,1,0,110,0,1,0,0,0,0,0,0,0,0,1,0
5052,Shuddh Desi Romance,2013,18+,6,66,0,1,0,141,0,1,1,0,1,0,0,0,0,1,0,0
5053,Fahrenheit 11/9,2018,18+,7,66,0,1,0,128,0,0,0,0,0,0,0,0,0,0,1,0
5054,Deuce Bigalow: Male Gigolo,1999,18+,5.7,66,0,1,0,88,0,0,1,0,1,0,0,0,0,0,1,0
5055,Birdy,1984,18+,7.3,66,0,1,0,120,0,1,0,0,0,0,0,0,0,0,1,0
5056,How I Live Now,2013,18+,6.5,66,0,1,0,101,0,1,1,1,0,0,1,1,0,0,1,0
5057,Elmer Gantry,1960,18+,7.8,66,0,1,0,146,0,1,0,0,0,0,0,0,0,0,1,0
5058,Absence of Malice,1981,7+,6.9,66,0,1,0,116,0,1,1,0,0,0,0,1,0,0,1,1
5059,Lake Tahoe,2008,18+,6.7,66,0,1,0,89,0,1,0,0,0,0,0,0,0,0,1,1
5060,Detour,1945,18+,7.4,66,0,1,0,68,1,1,0,0,0,0,0,0,0,0,1,0
5061,The Court Jester,1955,18+,7.9,66,0,1,0,101,0,0,0,0,1,1,0,0,0,0,1,0
5062,White Lies,2013,18+,6.9,66,0,1,0,95,0,1,0,0,0,0,0,0,0,0,1,0
5063,Rudderless,2014,18+,7.5,66,0,1,0,105,0,1,0,0,1,0,0,0,0,0,1,0
5064,Out in the Dark,2012,18+,7.5,66,0,1,0,96,1,1,1,0,0,0,0,1,0,0,1,1
5065,School Ties,1992,13+,6.9,66,0,1,0,106,0,1,0,0,0,0,0,0,0,0,1,1
5066,To End All Wars,2001,18+,7,66,0,1,0,125,0,1,0,1,0,0,0,0,0,0,1,1
5067,Repo! The Genetic Opera,2008,18+,6.6,66,0,1,0,98,0,0,0,0,0,0,1,0,0,0,1,0
5068,You're Not You,2014,18+,7.3,66,0,1,0,102,0,1,0,0,0,0,0,0,0,0,1,1
5069,After Porn Ends 2,2017,18+,5.5,66,0,1,0,90,0,0,0,0,0,0,0,0,0,0,1,0
5070,Words on Bathroom Walls,2020,13+,7.2,66,0,1,0,110,0,1,1,0,0,0,0,0,0,0,1,0
5071,Guys and Dolls,1955,18+,7.2,66,0,1,0,150,1,0,1,0,1,0,0,0,0,0,1,0
5072,Grease Live,2016,13+,7.3,66,0,1,0,140,0,0,1,0,0,0,0,0,0,0,1,0
5073,The Little Foxes,1941,18+,8,66,0,1,0,116,0,1,1,0,0,0,0,0,0,0,1,0
5074,Brigham City,2001,13+,6.7,66,0,1,0,119,1,1,0,0,0,0,0,0,0,0,1,0
5075,Happythankyoumoreplease,2011,18+,6.8,66,0,1,0,100,0,1,1,0,1,0,0,0,0,0,1,0
5076,JCVD,2008,18+,7.1,66,0,1,0,97,1,1,0,1,1,0,0,0,0,0,1,1
5077,How High,2001,18+,6.3,66,0,1,0,93,0,0,0,0,1,0,0,0,0,0,1,0
5078,Bill Frisell: A Portrait,2017,18+,7.2,66,0,1,0,118,0,0,0,0,0,0,0,0,0,0,1,0
5079,Bad Boys,1983,18+,7.2,66,0,1,0,119,1,0,0,1,1,0,0,1,0,0,1,0
5080,Aaja Nachle,2007,all,6.2,66,0,1,0,137,0,1,1,0,0,0,0,0,0,1,0,0
5081,The Souvenir,2019,18+,6.4,66,0,1,0,120,0,1,1,0,0,0,0,0,0,0,1,0
5082,The Two Faces of Dr. Jekyll,1960,18+,6.3,66,0,1,0,88,0,0,0,0,0,0,0,0,0,0,1,0
5083,Anna,2013,18+,6.5,66,0,1,0,118,0,0,0,1,0,0,0,1,0,0,1,1
5084,Take This Waltz,2011,18+,6.6,66,0,1,0,116,0,1,0,0,1,0,0,0,0,0,1,0
5085,Things We Lost in the Fire,2007,18+,7.2,66,0,1,0,118,0,1,0,0,0,0,0,0,0,0,1,0
5086,The Warlords,2007,18+,7,66,0,1,0,126,0,1,1,1,0,1,0,0,0,0,0,1
5087,The Blackout,2019,18+,6.1,66,0,1,0,127,0,1,0,1,0,0,1,1,0,0,0,1
5088,Jesse Stone: Stone Cold,2005,18+,7.2,65,0,1,0,87,1,1,0,0,0,0,0,1,0,0,1,0
5089,The Joneses,2010,18+,6.4,65,0,1,0,96,0,1,0,0,1,0,0,0,0,0,1,0
5090,Light of My Life,2019,18+,6.6,65,0,1,0,119,0,1,0,0,0,0,1,1,0,0,1,0
5091,The Little Girl Who Lives Down the Lane,1976,7+,7,65,0,1,0,91,0,1,0,0,0,0,0,1,0,0,1,1
5092,Dragonslayer,1981,7+,6.7,65,0,1,0,108,0,0,0,1,0,1,0,0,0,0,1,0
5093,Barbarella,1968,7+,5.9,65,0,1,0,98,0,0,0,0,1,1,1,0,0,0,1,1
5094,Fanaa,2006,7+,7.2,65,0,1,0,168,0,1,1,1,0,0,0,1,0,1,0,1
5095,Ondine,2009,13+,6.8,65,0,1,0,111,0,1,1,0,0,0,0,0,0,0,1,1
5096,Hum Tum,2004,7+,7,65,0,1,0,143,0,1,1,0,1,0,0,0,0,1,1,0
5097,The Pride of the Yankees,1942,18+,7.7,65,0,1,0,128,0,1,1,0,0,0,0,0,0,0,1,0
5098,Love & Friendship,2016,13+,6.4,65,0,1,0,90,0,1,1,0,1,0,0,0,0,0,1,1
5099,Ramona and Beezus,2010,all,6.5,65,0,1,0,104,0,1,0,0,1,0,0,0,0,0,1,0
5100,Maquia: When the Promised Flower Blooms,2018,18+,7.5,65,0,1,0,115,0,1,1,0,0,1,0,0,1,0,1,1
5101,Monsieur Lazhar,2011,13+,7.5,65,0,1,0,95,0,1,0,0,1,0,0,0,0,0,1,1
5102,Hell House LLC,2015,18+,6.4,65,0,1,0,93,0,0,0,0,0,0,0,0,0,0,1,0
5103,Nightjohn,1996,13+,6.8,65,0,1,0,92,0,1,0,0,0,0,0,0,0,0,1,0
5104,Arjun Reddy,2017,18+,8.1,65,0,1,0,173,0,1,1,1,0,0,0,0,0,1,0,0
5105,Pass Over,2018,18+,5.8,65,0,1,0,74,0,1,0,0,0,0,0,0,0,0,1,0
5106,Another 48 Hrs.,1990,18+,5.9,65,0,1,0,93,1,1,0,1,1,0,0,1,0,0,1,1
5107,6 Days,2017,18+,6.2,65,0,1,0,94,0,1,0,1,0,0,0,1,0,0,1,1
5108,Valley Uprising,2014,18+,8.1,65,0,1,0,103,0,0,0,0,0,0,0,0,0,0,1,0
5109,Barefoot in the Park,1967,all,7,65,0,1,0,106,0,0,1,0,1,0,0,0,0,0,1,0
5110,Seberg,2019,18+,5.8,65,0,1,0,102,0,1,0,0,0,0,0,1,0,0,1,1
5111,George Carlin: You Are All Diseased,1999,18+,8.6,65,0,1,0,65,0,0,0,0,1,0,0,0,0,0,1,0
5112,Hindi Medium,2017,18+,7.9,65,0,1,0,132,0,1,0,0,1,0,0,0,0,1,0,0
5113,Wonder Wheel,2017,13+,6.2,65,0,1,0,101,0,1,1,0,0,0,0,0,0,0,1,0
5114,This Beautiful Fantastic,2016,7+,7,65,0,1,0,92,0,1,1,0,1,0,0,0,0,0,1,1
5115,Night Hunter,2019,18+,5.9,65,0,1,0,98,1,0,0,1,0,0,0,1,0,0,1,0
5116,The Endless Summer,1966,7+,7.7,65,0,1,0,95,0,0,0,0,0,0,0,0,0,0,1,0
5117,Gringo,2018,18+,6.1,65,0,1,0,111,1,1,0,1,1,0,0,0,0,0,1,1
5118,Jay and Silent Bob Reboot,2019,18+,5.7,65,0,1,0,105,0,0,0,1,1,1,0,0,0,0,1,0
5119,Evil Eye,2020,18+,4.8,65,0,1,0,90,0,0,0,0,0,0,0,1,0,1,1,0
5120,Kabali,2016,18+,6.2,65,0,1,0,153,1,1,0,1,0,0,0,0,0,1,1,1
5121,Brad's Status,2017,18+,6.5,65,0,1,0,102,0,1,0,0,1,0,0,0,0,0,1,0
5122,Radioactive,2020,13+,6.2,65,0,1,0,109,0,1,1,0,0,0,0,0,0,0,1,0
5123,I'm Your Woman,2020,18+,6.2,65,0,1,0,120,1,1,0,0,0,0,0,0,0,0,1,0
5124,Beyond the Black Rainbow,2010,18+,6,65,0,1,0,110,0,0,0,0,0,0,1,1,0,0,1,0
5125,Starbuck,2011,18+,7.2,65,0,1,0,105,0,1,0,0,1,0,0,0,0,0,1,0
5126,T-34,2018,16+,6.7,65,0,1,0,139,0,0,0,1,0,0,0,0,0,0,0,1
5127,Reservation Road,2007,18+,6.7,65,0,1,0,102,1,1,0,0,0,0,0,1,0,0,1,0
5128,Beast,2018,18+,6.8,65,0,1,0,107,1,1,1,0,0,0,0,0,0,0,1,0
5129,Dil To Pagal Hai,1997,all,7,65,0,1,0,180,0,1,1,0,1,0,0,0,0,1,0,0
5130,Virus,2019,18+,7.9,65,0,1,0,127,0,1,0,1,0,0,0,1,0,0,1,1
5131,The Most Dangerous Game,1932,13+,7.1,65,0,1,0,63,0,0,0,1,0,1,0,1,0,0,1,1
5132,Who Killed the Electric Car?,2006,7+,7.6,65,0,1,0,92,0,0,0,0,0,0,0,0,0,0,1,0
5133,Come to Daddy,2020,18+,6,65,0,1,0,96,0,0,0,0,1,0,0,1,0,0,1,0
5134,Ta Ra Rum Pum,2007,all,5.6,65,0,1,0,153,0,1,1,0,1,0,0,0,0,1,1,0
5135,Children of a Lesser God,1986,18+,7.2,65,0,1,0,119,0,1,1,0,0,0,0,0,0,0,1,1
5136,That Sugar Film,2014,7+,7.5,65,0,1,0,90,0,0,0,0,0,0,0,0,0,0,1,0
5137,The Woman,2011,18+,6,65,0,1,0,101,0,1,0,0,0,0,0,0,0,0,1,0
5138,The Babysitters,2008,18+,5.6,65,0,1,0,88,0,1,0,0,0,0,0,0,0,0,1,0
5139,The Program,2015,13+,6.5,65,0,1,0,99,0,1,0,0,0,0,0,0,0,0,1,0
5140,A Mighty Heart,2007,18+,6.6,65,0,1,0,108,0,1,0,0,0,0,0,1,0,0,1,1
5141,The Night Eats the World,2018,16+,6,65,0,1,0,93,0,1,0,0,0,0,0,1,0,0,1,1
5142,The Tall Man,2012,18+,5.9,65,0,1,0,106,1,1,0,0,0,0,0,1,0,0,1,0
5143,Padmaavat,2018,18+,7,65,0,1,0,164,0,1,1,0,0,0,0,0,0,1,0,1
5144,OtherLife,2017,18+,6.3,65,0,1,0,96,1,1,0,0,0,0,1,1,0,0,1,0
5145,The Final Cut,2004,13+,6.2,65,0,1,0,95,0,1,0,0,0,0,1,1,0,0,1,0
5146,Nick of Time,1995,18+,6.3,65,0,1,0,90,1,1,0,1,0,0,0,1,0,0,1,0
5147,Rio Grande,1950,18+,7.1,65,0,1,0,105,0,0,1,0,0,0,0,0,0,0,1,0
5148,Big Bad Wolves,2013,18+,6.8,65,0,1,0,110,0,1,0,0,0,0,0,1,0,0,0,1
5149,I Spy,2002,13+,5.4,65,0,1,0,97,0,0,0,1,1,1,0,1,0,0,1,1
5150,Hard Rain,1998,18+,5.9,64,0,1,0,97,1,1,0,1,0,0,0,1,0,0,1,0
5151,Agent Sai Srinivasa Athreya,2019,18+,8.4,64,0,1,0,148,1,0,0,0,1,0,0,1,0,0,0,1
5152,Dead & Buried,1981,18+,6.6,64,0,1,0,94,0,0,0,0,0,0,0,0,0,0,1,0
5153,The King's Choice,2016,18+,7.1,64,0,1,0,133,0,1,0,0,0,0,0,0,0,0,1,1
5154,We Are Still Here,2015,18+,5.7,64,0,1,0,84,0,0,0,0,0,0,0,0,0,0,1,0
5155,The Brass Teapot,2012,18+,6.4,64,0,1,0,101,0,0,0,0,1,0,0,1,0,0,1,0
5156,Bottle Shock,2008,13+,6.8,64,0,1,0,110,0,1,0,0,1,0,0,0,0,0,1,1
5157,Troop Zero,2019,7+,6.9,64,0,1,0,94,0,1,0,0,1,0,0,0,0,0,1,0
5158,Money Train,1995,18+,5.7,64,0,1,0,110,1,1,0,1,1,0,0,1,0,0,1,0
5159,Trees Lounge,1996,18+,7.1,64,0,1,0,95,0,1,0,0,1,0,0,0,0,0,1,0
5160,Guava Island,2019,18+,6.7,64,0,1,0,55,0,1,0,0,1,0,0,1,0,0,1,0
5161,Better Luck Tomorrow,2002,18+,7,64,0,1,0,101,1,1,1,0,0,0,0,0,0,0,1,0
5162,1492: Conquest of Paradise,1992,13+,6.5,64,0,1,0,154,0,1,0,0,0,1,0,0,0,0,1,1
5163,Teeth,2008,18+,5.4,64,0,1,0,94,0,0,1,1,1,0,0,1,0,0,1,0
5164,White Bird in a Blizzard,2014,18+,6.4,64,0,1,0,91,0,1,0,0,0,0,0,1,0,0,1,0
5165,The Barkley Marathons: The Race That Eats Its Young,2014,18+,7.8,64,0,1,0,89,0,0,0,0,0,1,0,0,0,0,1,0
5166,The Secret: Dare to Dream,2020,7+,6.5,64,0,1,0,107,0,1,1,0,0,0,0,0,0,0,1,0
5167,My Bloody Valentine,1981,18+,6.3,64,0,1,0,101,0,0,0,0,0,0,0,1,0,0,1,0
5168,Chemical Hearts,2020,18+,6.3,64,0,1,0,93,0,1,1,0,0,0,0,0,0,0,1,0
5169,Creepshow 2,1987,18+,6.1,64,0,1,0,92,0,0,0,0,0,0,0,0,0,0,1,0
5170,George Carlin: Life Is Worth Losing,2005,18+,8.3,64,0,1,0,75,0,0,0,0,1,0,0,0,0,0,1,0
5171,24 Hours to Live,2017,18+,5.8,64,0,1,0,93,0,0,0,1,0,0,1,1,0,0,1,1
5172,Meet John Doe,1941,18+,7.6,64,0,1,0,135,0,1,1,0,1,0,0,0,0,0,1,0
5173,Piranha,1978,18+,5.9,64,0,1,0,88,0,0,1,0,1,0,0,0,0,0,1,0
5174,The Kentucky Fried Movie,1977,18+,6.5,64,0,1,0,83,0,0,0,0,1,0,0,0,0,0,1,1
5175,Hobo with a Shotgun,2011,18+,6.1,64,0,1,0,86,0,0,0,1,1,0,0,1,0,0,1,0
5176,Cul-de-sac,1966,18+,7.1,64,0,1,0,112,0,1,0,0,1,0,0,1,0,0,1,0
5177,Hondo,1953,7+,7.1,64,0,1,0,83,0,1,1,0,0,0,0,0,0,0,1,1
5178,Wolf Creek 2,2013,18+,6.1,64,0,1,0,106,0,0,0,0,0,0,0,1,0,0,1,1
5179,Regression,2015,18+,5.7,64,0,1,0,106,1,1,0,0,0,0,0,1,0,0,1,0
5180,The Dark Valley,2014,18+,7.1,64,0,1,0,115,0,1,0,1,0,0,0,0,0,0,1,1
5181,The Little Shop of Horrors,1960,18+,6.3,64,0,1,0,94,0,0,1,0,1,0,1,0,0,0,1,0
5182,Detective Byomkesh Bakshy!,2015,18+,7.7,64,0,1,0,139,1,1,0,1,0,0,0,1,0,1,0,0
5183,Sands of Iwo Jima,1950,18+,7.1,64,0,1,0,100,0,1,1,1,0,0,0,0,0,0,1,0
5184,Space Pirate Captain Harlock,2013,13+,6.4,64,0,1,0,115,0,0,0,0,0,1,1,0,1,0,0,1
5185,Warlock,1989,18+,6.2,64,0,1,0,103,0,0,0,1,0,0,0,1,0,0,1,0
5186,9th Company,2005,18+,7.1,64,0,1,0,139,0,1,0,1,0,0,0,0,0,0,0,1
5187,10 Rillington Place,1971,7+,7.5,64,0,1,0,111,1,1,0,0,0,0,0,1,0,0,1,0
5188,Extracted,2012,18+,6.5,64,0,1,0,89,0,1,0,0,0,0,1,0,0,0,1,0
5189,The Grand Seduction,2013,13+,7,64,0,1,0,113,0,0,0,0,1,0,0,0,0,0,1,0
5190,The Double,2011,13+,5.9,64,0,1,0,116,0,0,0,1,1,0,0,1,0,0,1,0
5191,Marauders,2016,18+,5.5,64,0,1,0,107,1,0,0,1,0,0,0,1,0,0,1,0
5192,After the Dark,2013,18+,5.7,64,0,1,0,107,0,1,0,0,0,0,1,0,0,0,1,1
5193,Carnal Knowledge,1971,18+,7,64,0,1,0,98,0,1,0,0,0,0,0,0,0,0,1,0
5194,Same Kind of Different as Me,2017,13+,6.6,64,0,1,0,119,0,1,0,0,0,0,0,0,0,0,1,0
5195,I Give It a Year,2013,18+,5.7,64,0,1,0,97,0,0,1,0,1,0,0,0,0,0,1,0
5196,Last Shift,2014,18+,5.8,64,0,1,0,88,0,0,0,0,0,0,0,0,0,0,1,0
5197,Look Away,2018,18+,5.8,64,0,1,0,103,0,1,0,0,0,0,0,1,0,0,1,0
5198,The Transporter Refueled,2015,13+,5.2,64,0,1,0,96,0,0,0,1,0,1,0,1,0,0,1,1
5199,Blue Thunder,1983,18+,6.4,64,0,1,0,109,1,1,0,1,0,0,0,1,0,0,1,0
5200,The Attorney,2013,18+,7.7,64,0,1,0,127,0,1,0,0,0,0,0,0,0,0,0,1
5201,The Beastmaster,1982,7+,6.2,64,0,1,0,118,0,0,0,1,0,1,0,0,0,0,1,0
5202,Mortal,2020,18+,5.9,64,0,1,0,104,0,1,0,1,0,1,0,0,0,0,1,1
5203,Spread,2009,18+,5.8,64,0,1,0,97,0,1,1,0,1,0,0,0,0,0,1,0
5204,The Nutty Professor,1963,18+,6.7,64,0,1,0,95,0,0,1,0,1,0,1,0,0,0,1,0
5205,Kesari,2019,18+,7.4,64,0,1,0,150,0,1,0,1,0,0,0,1,0,1,0,0
5206,Tom Petty and the Heartbreakers: Runnin' Down a Dream,2007,18+,8.6,64,0,1,0,259,0,0,0,0,0,0,0,0,0,0,1,0
5207,Desert Bloom,1986,7+,6.6,63,0,1,0,105,0,1,1,0,0,0,0,0,0,0,1,0
5208,The Secret of Roan Inish,1994,7+,7.5,63,0,1,0,103,0,1,0,0,0,0,0,0,0,0,1,1
5209,Convoy,1978,7+,6.3,63,0,1,0,110,0,1,0,1,0,0,0,0,0,0,1,1
5210,One Step Behind the Seraphim,2017,13+,8.3,63,0,1,0,150,0,1,0,0,0,0,0,0,0,0,0,1
5211,Ladies vs Ricky Bahl,2011,18+,6,63,0,1,0,140,1,1,1,0,1,0,0,0,0,1,1,1
5212,100 Girls,2000,18+,5.8,63,0,1,0,94,0,0,1,0,1,0,0,0,0,0,1,0
5213,Karwaan,2018,18+,7.6,63,0,1,0,114,0,1,0,0,1,1,0,0,0,1,0,1
5214,Blind Fury,1989,18+,6.4,63,0,1,0,86,1,1,0,1,1,0,0,1,0,0,1,0
5215,Fat City,1972,7+,7.3,63,0,1,0,96,0,1,0,0,0,0,0,0,0,0,1,1
5216,Arkansas,2020,18+,6,63,0,1,0,117,1,0,0,0,0,0,0,1,0,0,1,0
5217,The Man with the Golden Arm,1955,18+,7.4,63,0,1,0,119,1,1,1,0,0,0,0,0,0,0,1,0
5218,USS Indianapolis: Men of Courage,2016,18+,5.3,63,0,1,0,128,0,1,0,1,0,0,0,1,0,0,1,1
5219,The Beast of War,1988,18+,7.3,63,0,1,0,111,0,1,0,0,0,1,0,0,0,0,1,1
5220,Black Butterfly,2017,18+,6.2,63,0,1,0,93,0,0,0,0,0,0,0,1,0,0,1,0
5221,Kansas City Confidential,1952,18+,7.4,63,0,1,0,99,1,1,0,0,0,0,0,1,0,0,1,1
5222,The Story of Adele H.,1975,7+,7.3,63,0,1,0,96,0,1,0,0,0,0,0,0,0,0,1,1
5223,Gleason,2016,18+,8.3,63,0,1,0,110,0,0,0,0,0,0,0,0,0,0,1,0
5224,Bob Roberts,1992,18+,7,63,0,1,0,102,0,1,0,0,1,0,0,0,0,0,1,0
5225,Drug War,2012,18+,7,63,0,1,0,123,1,0,0,1,0,0,0,1,0,0,0,1
5226,47 Meters Down: Uncaged,2019,13+,5,63,0,1,0,90,0,1,0,0,0,1,0,1,0,0,1,1
5227,Leatherheads,2008,13+,6,63,0,1,0,114,0,1,1,0,1,0,0,0,0,0,1,1
5228,Butter,2012,18+,6.2,63,0,1,0,91,0,1,0,0,1,0,0,0,0,0,1,0
5229,I.Q.,1994,7+,6.2,63,0,1,0,100,0,0,1,0,1,0,0,0,0,0,1,1
5230,Bachna Ae Haseeno,2008,7+,6.1,63,0,1,0,152,0,1,1,0,1,0,0,0,0,1,1,0
5231,Any Day Now,2012,18+,7.5,63,0,1,0,60,0,1,0,0,0,0,0,0,0,0,1,0
5232,The Front,1976,7+,7.3,63,0,1,0,95,0,1,0,0,0,0,0,0,0,0,1,0
5233,The Messengers,2007,13+,5.4,63,0,1,0,90,0,1,0,0,0,0,0,1,0,0,1,0
5234,A Girl Like Her,2015,13+,7,63,0,1,0,91,0,1,0,0,0,0,0,0,0,0,1,0
5235,The Strange Love of Martha Ivers,1946,18+,7.4,63,0,1,0,116,0,1,1,0,0,0,0,0,0,0,1,0
5236,Gloria Bell,2019,18+,6.3,63,0,1,0,102,0,1,1,0,1,0,0,0,0,0,1,0
5237,Soapdish,1991,13+,6.6,63,0,1,0,97,0,0,1,0,1,0,0,0,0,0,1,0
5238,When a Stranger Calls,1979,16+,6.5,63,0,1,0,87,0,0,0,0,0,0,0,1,0,0,1,0
5239,Frances,1982,18+,7.3,63,0,1,0,140,0,1,1,0,0,0,0,0,0,0,1,0
5240,Hatred,2016,18+,7.6,63,0,1,0,150,0,1,0,0,0,0,0,0,0,0,0,1
5241,Stella Dallas,1937,18+,7.4,63,0,1,0,106,0,1,1,0,0,0,0,0,0,0,1,0
5242,Beneath Hill 60,2010,18+,7.1,63,0,1,0,122,0,1,0,0,0,0,0,0,0,0,1,1
5243,The Animal,2001,13+,4.8,63,0,1,0,84,0,0,0,0,1,0,1,0,0,0,1,0
5244,Mikey and Nicky,1976,18+,7.4,63,0,1,0,106,1,1,0,0,0,0,0,0,0,0,1,1
5245,10 Items or Less,2006,18+,6.6,63,0,1,0,82,0,1,0,0,1,0,0,0,0,0,1,1
5246,The Stuff,1985,18+,5.9,63,0,1,0,87,0,0,0,0,1,0,1,0,0,0,1,0
5247,Reefer Madness: The Movie Musical,2006,18+,7.1,63,0,1,0,112,0,1,0,0,1,0,0,0,0,0,1,0
5248,Cold Skin,2017,16+,6,63,0,1,0,108,0,0,0,1,0,1,1,1,0,0,1,0
5249,April Fool's Day,1986,18+,6.2,63,0,1,0,89,0,0,0,0,0,0,0,0,0,0,1,0
5250,Just Friends,2018,18+,7.1,63,0,1,0,96,0,0,1,0,1,0,0,0,0,0,1,0
5251,Hatchet,2006,18+,5.7,63,0,1,0,93,0,0,0,0,1,0,0,1,0,0,1,0
5252,In the Electric Mist,2009,18+,6.1,63,0,1,0,117,1,1,0,0,0,0,0,1,0,0,1,0
5253,Bill Cunningham New York,2011,18+,7.9,63,0,1,0,84,0,0,0,0,0,0,0,0,0,0,1,0
5254,Kill Me Three Times,2015,18+,5.9,63,0,1,0,90,1,0,0,1,1,0,0,1,0,0,1,0
5255,Wishmaster,1997,18+,5.8,63,0,1,0,90,0,0,0,0,0,0,0,0,0,0,1,0
5256,Dhoom 2,2006,13+,6.6,63,0,1,0,152,1,0,0,1,0,0,0,1,0,1,1,1
5257,Mardaani,2014,13+,7.3,63,0,1,0,113,1,1,0,1,0,0,0,1,0,1,0,0
5258,Wonderstruck,2017,7+,6.2,63,0,1,0,116,0,1,0,0,0,1,0,0,0,0,1,1
5259,Split Second,1992,18+,6.2,63,0,1,0,90,1,0,0,1,0,0,1,1,0,0,1,0
5260,The Perfect Score,2004,13+,5.7,63,0,1,0,93,1,1,0,0,1,0,0,0,0,0,1,0
5261,Under the Boardwalk: The Monopoly Story,2011,all,6.2,63,0,1,0,88,0,0,0,0,0,0,0,0,0,0,1,0
5262,The Only Living Boy in New York,2017,18+,6.3,63,0,1,0,89,0,1,0,0,0,0,0,0,0,0,1,0
5263,Thoda Pyaar Thoda Magic,2008,18+,4.9,63,0,1,0,145,0,1,1,0,1,0,0,0,0,1,0,0
5264,Dante's Inferno: An Animated Epic,2010,18+,6.6,62,0,1,0,84,0,1,0,1,0,1,0,0,1,0,1,1
5265,The Vanishing,2019,18+,5.8,62,0,1,0,107,1,1,0,0,0,0,0,1,0,0,1,1
5266,LOL,2012,13+,4.4,62,0,1,0,97,0,1,1,0,1,0,0,0,0,0,1,1
5267,Georgia Rule,2007,18+,5.9,62,0,1,0,113,0,1,0,0,1,0,0,0,0,0,1,0
5268,Infinity Chamber,2016,18+,6.3,62,0,1,0,103,0,0,0,0,0,0,1,1,0,0,1,0
5269,Ninnu Kori,2017,18+,7.5,62,0,1,0,137,0,0,1,0,1,0,0,0,0,0,0,1
5270,Manhattan Night,2016,18+,6.2,62,0,1,0,113,1,1,0,0,0,0,0,1,0,0,1,0
5271,Journey's End,2017,18+,6.7,62,0,1,0,107,0,1,0,0,0,0,0,0,0,0,1,1
5272,Broken Blossoms,1919,13+,7.3,62,0,1,0,90,0,1,1,0,0,0,0,0,0,0,0,1
5273,Jab Tak Hai Jaan,2012,18+,6.7,62,0,1,0,198,0,1,1,0,0,0,0,0,0,1,0,0
5274,Beowulf & Grendel,2005,18+,5.8,62,0,1,0,104,0,1,0,1,0,1,0,0,0,0,1,1
5275,Dead End,1937,18+,7.3,62,0,1,0,85,0,0,0,0,0,1,0,1,0,0,1,0
5276,Ash Is Purest White,2018,18+,6.9,62,0,1,0,136,1,1,1,0,0,0,0,0,0,0,0,1
5277,Phase IV,1974,7+,6.5,62,0,1,0,84,0,0,0,0,0,0,1,1,0,0,1,0
5278,The Assignment,1997,18+,6.9,62,0,1,0,95,1,0,0,1,0,0,0,1,0,0,1,0
5279,The Naked Kiss,1964,18+,7.3,62,0,1,0,90,1,1,0,0,0,0,0,0,0,0,1,0
5280,Pet,2016,18+,5.7,62,0,1,0,94,0,0,0,0,0,0,0,1,0,0,1,0
5281,Bharat Ane Nenu,2018,7+,7.7,62,0,1,0,173,0,1,0,1,0,0,0,0,0,0,0,1
5282,Ashby,2015,18+,6.4,62,0,1,0,100,1,1,1,0,1,0,0,0,0,0,1,0
5283,Diary of a Mad Black Woman,2005,13+,5.8,62,0,1,0,116,0,1,1,0,1,0,0,0,0,0,1,0
5284,Janis: Little Girl Blue,2015,18+,7.4,62,0,1,0,103,0,0,0,0,0,0,0,0,0,0,1,0
5285,Goodachari,2018,18+,7.9,62,0,1,0,147,0,0,0,1,0,0,0,1,0,0,0,1
5286,Mario,2018,18+,7.4,62,0,1,0,124,0,1,1,0,0,0,0,0,0,0,0,1
5287,The Hitch-Hiker,1953,18+,7,62,0,1,0,92,0,0,0,0,0,0,0,0,0,0,1,0
5288,Fritz the Cat,1972,18+,6.3,62,0,1,0,78,0,1,0,0,1,0,0,0,1,0,1,1
5289,Daawat-e-Ishq,2014,7+,6.1,62,0,1,0,118,0,1,1,0,1,0,0,0,0,1,1,0
5290,Orphans,1998,18+,7,62,0,1,0,101,0,1,0,0,1,0,0,0,0,0,1,0
5291,Mondays in the Sun,2002,18+,7.6,62,0,1,0,113,0,1,0,0,1,0,0,0,0,0,0,1
