ID,Title,Year_of_release,Target_Age,IMDb_rating,Rotten_tomatoes_rating,Netflix,Prime_Video,Disney,Runtime_in_mins,Genre_Crime,Genre_Drama,Genre_Romance,Genre_Action,Genre_Comedy,Genre_Adventure,Genre_Sci_Fi,Genre_Thriller,Genre_Animation,Language_Hindi,Language_English,Language_Other
7927,The Nightowls of Coventry,2004,18+,7.1,40,0,1,0,75,0,1,0,0,1,0,0,0,0,0,1,0
7928,My Other Mother,2014,7+,6.4,40,0,1,0,86,0,1,0,0,0,0,0,0,0,0,1,0
7929,The Kid's Last Ride,1941,18+,5.4,40,0,1,0,55,0,0,0,0,0,0,0,0,0,0,1,0
7930,Danny Boy,1945,18+,6.4,40,0,1,0,88,0,1,0,0,0,0,0,0,0,0,1,0
7931,Mentor,2014,18+,7.3,40,0,1,0,92,0,1,0,0,0,0,0,0,0,0,1,0
7932,"Congratulations, It's a Boy!",1971,16+,5.6,40,0,1,0,73,0,0,0,0,1,0,0,0,0,0,1,0
7933,Eyes of Texas,1948,all,6.5,40,0,1,0,70,0,0,0,0,0,0,0,0,0,0,1,0
7934,Becoming Burlesque,2019,18+,3.6,40,0,1,0,96,0,1,0,0,0,0,0,0,0,0,1,0
7935,In Remembrance of Martin,1986,18+,7.1,40,0,1,0,57,0,0,0,0,0,0,0,0,0,0,1,0
7936,The Cowboy and the Indians,1949,18+,6.5,40,0,1,0,68,0,0,0,0,0,0,0,0,0,0,1,0
7937,Song of Arizona,1946,18+,5.6,40,0,1,0,68,0,0,0,0,0,0,0,0,0,0,1,0
7938,Sierra Sue,1941,18+,6.5,40,0,1,0,64,0,0,1,1,0,1,0,0,0,0,1,0
7939,No Surrender,2011,7+,4.8,40,0,1,0,114,1,0,0,1,0,0,0,1,0,0,1,1
7940,Dangerous Attraction,2000,18+,3.8,40,0,1,0,88,0,0,0,0,0,0,0,1,0,0,0,1
7941,Fear of Clowns,2004,18+,3.1,40,0,1,0,106,0,0,0,0,0,0,0,1,0,0,1,0
7942,The Proud and Damned,1972,7+,4.4,40,0,1,0,92,0,0,0,0,0,0,0,0,0,0,1,0
7943,Uncle P,2007,7+,3.8,40,0,1,0,88,0,0,0,0,1,0,0,0,0,0,1,0
7944,Black Eagle Of Santa Fe,1965,18+,5.3,40,0,1,0,91,0,0,0,0,0,0,0,0,0,0,0,1
7945,The Coming Convergence,2017,18+,5.2,40,0,1,0,120,0,1,0,0,0,0,0,0,0,0,1,0
7946,City Of Joel,2018,18+,6.5,40,0,1,0,90,0,0,0,0,0,0,0,0,0,0,1,0
7947,Sunset on the Desert,1942,18+,6.3,40,0,1,0,63,0,0,0,0,0,0,0,0,0,0,1,0
7948,Teen Bahuraniyan,1968,18+,6.8,40,0,1,0,160,0,0,0,0,1,0,0,0,0,1,1,0
7949,Purgatory,1988,18+,3.8,40,0,1,0,94,0,0,0,0,0,0,0,0,0,0,1,0
7950,Underplayed,2020,18+,5.8,40,0,1,0,87,0,0,0,0,0,0,0,0,0,0,1,0
7951,Greg Fitzsimmons: Life on Stage,2013,18+,7,40,0,1,0,60,0,0,0,0,1,0,0,0,0,0,1,0
7952,Rifftrax: The House on Sorority Row,2018,18+,5.4,40,0,1,0,95,0,0,0,0,1,0,0,0,0,0,1,0
7953,The Love Letter,2013,18+,5.2,40,0,1,0,88,0,1,1,0,1,0,0,0,0,0,1,0
7954,Nine Lives,2002,18+,2.3,40,0,1,0,87,0,1,0,0,1,0,0,0,0,0,1,0
7955,Murder with Pictures,1936,18+,5.7,40,0,1,0,69,1,0,0,0,0,0,0,0,0,0,1,0
7956,James McNeill Whistler and the Case for Beauty,2014,18+,7.1,40,0,1,0,56,0,0,0,0,0,0,0,0,0,0,1,0
7957,Stock Option,2015,18+,6.1,40,0,1,0,80,0,0,1,0,0,0,0,0,0,0,1,0
7958,Terror at Blood Fart Lake,2009,18+,3.8,40,0,1,0,76,0,0,0,0,1,0,0,0,0,0,1,0
7959,Boy of the Streets,1937,18+,5.9,40,0,1,0,76,1,1,0,0,0,0,0,0,0,0,1,0
7960,"Scenesters: Music, Mayhem and Melrose ave. 1985-1990",2017,18+,6.1,40,0,1,0,81,0,0,0,0,0,0,0,0,0,0,1,0
7961,Hard Breed to Kill,1967,18+,5.2,40,0,1,0,90,0,1,0,1,0,1,0,0,0,0,1,1
7962,Who Wrote the New Testament?,2013,18+,6.8,40,0,1,0,131,0,0,0,0,0,0,0,0,0,0,1,0
7963,Last Train Home,1989,18+,5.9,40,0,1,0,85,0,1,0,0,0,0,0,0,0,0,0,1
7964,She Knows Y'Know,1962,18+,6,39,0,1,0,30,0,0,0,0,1,0,0,0,0,0,1,0
7965,Dancing Pirate,1936,18+,5.2,39,0,1,0,83,0,0,1,0,1,1,0,0,0,0,1,0
7966,Courageous Love,2017,18+,3.7,39,0,1,0,100,0,1,1,0,0,0,0,0,0,0,1,0
7967,Love and Love Only,2016,18+,7.4,39,0,1,0,128,0,1,1,0,1,0,0,0,0,0,1,0
7968,Getting Lucky,1989,18+,4.1,39,0,1,0,85,0,0,0,0,1,0,0,0,0,0,1,0
7969,Hitler of the Andes,2003,18+,6.3,39,0,1,0,49,0,0,0,0,0,0,0,0,0,0,1,0
7970,Tails of Iceland,2019,18+,7.5,39,0,1,0,65,0,0,0,0,0,0,0,0,0,0,1,0
7971,Bullwhip,1958,18+,5.3,39,0,1,0,80,1,0,1,0,0,0,0,0,0,0,1,0
7972,Mandao of the Dead,2018,18+,4.7,39,0,1,0,74,0,0,0,0,1,0,1,0,0,0,1,0
7973,Unli Life,2018,18+,6.1,39,0,1,0,105,0,0,0,0,1,0,0,0,0,0,0,1
7974,She's Not Our Sister,2011,18+,5.9,39,0,1,0,89,0,1,0,0,0,0,0,0,0,0,1,0
7975,Love Simple,2009,18+,5.6,39,0,1,0,85,0,0,1,0,1,0,0,0,0,0,1,0
7976,Murim Bewitched Master,1982,18+,5.1,39,0,1,0,95,0,0,0,0,0,0,0,0,0,0,1,0
7977,Krishnashtami,2016,18+,5.3,39,0,1,0,160,0,0,1,1,1,0,0,0,0,0,0,1
7978,I m 24,2012,18+,6.2,39,0,1,0,118,0,0,1,0,1,0,0,0,0,1,0,0
7979,Being Venice,2013,18+,4.9,39,0,1,0,89,0,1,1,0,0,0,0,0,0,0,1,0
7980,Hope Dances,2017,7+,6.3,39,0,1,0,90,0,0,0,0,0,0,0,0,0,0,1,0
7981,A Bridge Apart,2013,18+,7.4,39,0,1,0,56,0,1,0,0,0,0,0,0,0,0,1,0
7982,One Hit From Home,2012,18+,4.5,39,0,1,0,95,0,1,0,0,0,0,0,0,0,0,1,0
7983,Greg Warren: Where the Field Corn Grows,2020,18+,6.8,39,0,1,0,59,0,0,0,0,1,0,0,0,0,0,1,0
7984,Life After Life,2017,18+,7,39,0,1,0,95,0,1,0,0,0,0,0,0,0,0,1,0
7985,Wild Kratts: Creatures of the Deep Sea,2016,all,6.7,39,0,1,0,49,0,0,0,0,0,0,0,0,1,0,1,0
7986,Interviewing Monsters and Bigfoot,2020,16+,3.2,39,0,1,0,109,0,0,0,0,1,0,0,0,0,0,1,0
7987,Velocity Trap,1999,18+,4.6,39,0,1,0,86,0,0,0,1,0,0,1,0,0,0,1,0
7988,Chad Daniels: As Is,2012,18+,7.2,39,0,1,0,52,0,0,0,0,1,0,0,0,0,0,1,0
7989,Soccer City,2011,18+,6.1,39,0,1,0,60,0,1,0,0,0,0,0,0,0,0,1,1
7990,Bold Eagles,2013,18+,4.7,39,0,1,0,73,0,0,0,0,0,1,0,0,1,0,1,1
7991,Operation Diplomat,1953,18+,6.4,39,0,1,0,70,1,1,0,0,0,0,0,1,0,0,1,0
7992,A Fly in the Champagne,2009,18+,7.5,39,0,1,0,49,0,0,0,0,0,0,0,0,0,0,1,0
7993,Garden of Hedon,2013,18+,3.3,39,0,1,0,119,0,0,0,0,0,0,0,0,0,0,1,0
7994,Murder in Law,1989,18+,4.7,39,0,1,0,90,0,0,0,0,0,0,0,1,0,0,1,0
7995,Jigsaw,2002,18+,3.3,39,0,1,0,103,0,0,0,0,0,0,0,1,0,0,1,0
7996,Kim McVicar: Please Notice Me,2020,18+,7.2,39,0,1,0,63,0,0,0,0,1,0,0,0,0,0,1,0
7997,Pooja Ke Phool,1964,18+,7,39,0,1,0,161,0,1,0,0,0,0,0,0,0,1,0,0
7998,I Hate Tom Petty,2011,18+,7,39,0,1,0,104,0,1,0,0,0,0,0,0,0,0,1,0
7999,Demon with the Atomic Brain,2017,18+,5.4,39,0,1,0,75,0,0,0,0,0,0,1,0,0,0,1,0
8000,Danger Street,1947,18+,5.4,39,0,1,0,68,1,1,0,0,1,0,0,0,0,0,1,0
8001,Porches and Private Eyes,2016,18+,4.4,39,0,1,0,94,0,0,0,0,1,0,0,0,0,0,1,0
8002,The Demonic Tapes,2017,18+,3.8,39,0,1,0,71,0,0,0,0,0,0,0,0,0,0,1,0
8003,Neal 'n' Nikki,2005,13+,3.2,39,0,1,0,122,0,0,1,0,1,0,0,0,0,1,1,1
8004,The Count of Monte Cristo,1996,18+,5.4,39,0,1,0,131,0,1,0,1,0,1,0,1,0,0,1,0
8005,Turning Point,2013,18+,7.4,39,0,1,0,102,1,1,0,1,0,0,0,0,0,0,0,1
8006,Five Pounds,2010,18+,4.1,39,0,1,0,83,1,1,0,0,0,0,0,1,0,0,1,0
8007,Jessie's Dad,2011,18+,7.2,39,0,1,0,50,0,0,0,0,0,0,0,0,0,0,1,0
8008,The Private Life of Deer,2013,all,7.2,39,0,1,0,60,0,0,0,0,0,0,0,0,0,0,1,0
8009,The Christmas Ride,2020,18+,5.6,39,0,1,0,70,0,1,0,0,0,0,0,0,0,0,1,0
